PassengerId,target,Age,SibSp,Parch,Fare,Sex F,Pclass_1,Pclass_2,Pclass_3,probabilidade,classificacao
394,1,23.0,1,0,113.275,1,1,0,0,0.9631971297739497,1
395,1,24.0,0,2,16.7,1,0,0,1,0.5286567945619173,1
396,0,22.0,0,0,7.7958,0,0,0,1,0.14982022850647006,0
397,0,31.0,0,0,7.8542,1,0,0,1,0.4188526586365844,0
398,0,46.0,0,0,26.0,0,0,1,0,0.1741607160255755,0
399,0,23.0,0,0,10.5,0,0,1,0,0.11392149493277633,0
400,1,28.0,0,0,12.65,1,0,1,0,0.854927069024368,1
401,1,39.0,0,0,7.925,0,0,0,1,0.17636437440995983,0
402,0,26.0,0,0,8.05,0,0,0,1,0.166789928641721,0
403,0,21.0,1,0,9.825,1,0,0,1,0.37502313533778214,0
404,0,28.0,1,0,15.85,0,0,0,1,0.18550557979770604,0
405,0,20.0,0,0,8.6625,1,0,0,1,0.4121728421351572,0
406,0,34.0,1,0,21.0,0,0,1,0,0.16960837720048585,0
407,0,51.0,0,0,7.75,0,0,0,1,0.1414285092596355,0
408,1,3.0,1,1,18.75,0,0,1,0,0.6726353242997254,1
409,0,21.0,0,0,7.775,0,0,0,1,0.14524605050726908,0
410,0,0.0,3,1,25.4667,1,0,0,1,0.25528827991529734,0
411,0,0.0,0,0,7.8958,0,0,0,1,0.13722249231019018,0
412,0,0.0,0,0,6.8583,0,0,0,1,0.10168814251987864,0
413,1,33.0,1,0,90.0,1,1,0,0,0.9684386685966053,1
414,0,0.0,0,0,0.0,0,0,1,0,0.14438801111870447,0
415,1,44.0,0,0,7.925,0,0,0,1,0.18685480110211986,0
416,0,0.0,0,0,8.05,1,0,0,1,0.507691222151327,1
417,1,34.0,1,1,32.5,1,0,1,0,0.8980443301412394,1
418,1,18.0,0,2,13.0,1,0,1,0,0.9109446621745008,1
419,0,30.0,0,0,13.0,0,0,1,0,0.12758069209550646,0
420,0,10.0,0,2,24.15,1,0,0,1,0.45129133748121947,0
421,0,0.0,0,0,7.8958,0,0,0,1,0.137537808281875,0
422,0,21.0,0,0,7.7333,0,0,0,1,0.13665094960349286,0
423,0,29.0,0,0,7.875,0,0,0,1,0.16532909977543533,0
424,0,28.0,1,1,14.4,1,0,0,1,0.38499923538611297,0
425,0,18.0,1,1,20.2125,0,0,0,1,0.2807178741029539,0
426,0,0.0,0,0,7.25,0,0,0,1,0.11769507637061756,0
427,1,28.0,1,0,26.0,1,0,1,0,0.8453250260079401,1
428,1,19.0,0,0,26.0,1,0,1,0,0.8870679284486291,1
429,0,0.0,0,0,7.75,0,0,0,1,0.14031320129336958,0
430,1,32.0,0,0,8.05,0,0,0,1,0.19379051464157077,0
431,1,28.0,0,0,26.55,0,1,0,0,0.4183704085433723,0
432,1,0.0,1,0,16.1,1,0,0,1,0.5345638798330438,1
433,1,42.0,1,0,26.0,1,0,1,0,0.8429357342038395,1
434,0,17.0,0,0,7.125,0,0,0,1,0.1131689283595152,0
435,0,50.0,1,0,55.9,0,1,0,0,0.4274276942867983,0
436,1,14.0,1,2,120.0,1,1,0,0,0.9290363830971926,1
437,0,21.0,2,2,34.375,1,0,0,1,0.3166160166687325,0
438,1,24.0,2,3,18.75,1,0,1,0,0.8761740173243,1
439,0,64.0,1,4,263.0,0,1,0,0,0.40008591216981443,0
440,0,31.0,0,0,10.5,0,0,1,0,0.12275453258122251,0
441,1,45.0,1,1,26.25,1,0,1,0,0.8611529722619546,1
442,0,20.0,0,0,9.5,0,0,0,1,0.16147185036315698,0
443,0,25.0,1,0,7.775,0,0,0,1,0.13023420471074695,0
444,1,28.0,0,0,13.0,1,0,1,0,0.8497017303902389,1
445,1,0.0,0,0,8.1125,0,0,0,1,0.15833379574746376,0
446,1,4.0,0,2,81.8583,0,1,0,0,0.5061429827670673,1
447,1,13.0,0,1,19.5,1,0,1,0,0.9341663024795263,1
448,1,34.0,0,0,26.55,0,1,0,0,0.4251396958735236,0
449,1,5.0,2,1,19.2583,1,0,0,1,0.6017127883549944,1
450,1,52.0,0,0,30.5,0,1,0,0,0.394325618497407,0
451,0,36.0,1,2,27.75,0,0,1,0,0.33316676072359597,0
452,0,0.0,1,0,19.9667,0,0,0,1,0.15863332681511877,0
453,0,30.0,0,0,27.75,0,1,0,0,0.4051274560756165,0
454,1,49.0,1,0,89.1042,0,1,0,0,0.46855332447945885,0
455,0,0.0,0,0,8.05,0,0,0,1,0.14756702726579915,0
456,1,29.0,0,0,7.8958,0,0,0,1,0.16038763323214028,0
457,0,65.0,0,0,26.55,0,1,0,0,0.2641713807723602,0
458,1,0.0,1,0,51.8625,1,1,0,0,0.916400316047771,1
459,1,50.0,0,0,10.5,1,0,1,0,0.8129130104013518,1
460,0,0.0,0,0,7.75,0,0,0,1,0.12634550746670956,0
461,1,48.0,0,0,26.55,0,1,0,0,0.3956935124039286,0
462,0,34.0,0,0,8.05,0,0,0,1,0.1423474832786307,0
463,0,47.0,0,0,38.5,0,1,0,0,0.3733464351285953,0
464,0,48.0,0,0,13.0,0,0,1,0,0.10715283417284933,0
465,0,0.0,0,0,8.05,0,0,0,1,0.13565120842897477,0
466,0,38.0,0,0,7.05,0,0,0,1,0.09435001260833771,0
467,0,0.0,0,0,0.0,0,0,1,0,0.13694848260774437,0
468,0,56.0,0,0,26.55,0,1,0,0,0.33489913896404516,0
469,0,0.0,0,0,7.725,0,0,0,1,0.10993184336091952,0
470,1,0.75,2,1,19.2583,1,0,0,1,0.6022614537708867,1
471,0,0.0,0,0,7.25,0,0,0,1,0.10649415358521902,0
472,0,38.0,0,0,8.6625,0,0,0,1,0.1322561207872235,0
473,1,33.0,1,2,27.75,1,0,1,0,0.8891664186614933,1
474,1,23.0,0,0,13.7917,1,0,1,0,0.8470987696360066,1
475,0,22.0,0,0,9.8375,1,0,0,1,0.40591456369835577,0
476,0,0.0,0,0,52.0,0,1,0,0,0.3354886053757321,0
477,0,34.0,1,0,21.0,0,0,1,0,0.16784549779942115,0
478,0,29.0,1,0,7.0458,0,0,0,1,0.10762816579527529,0
479,0,22.0,0,0,7.5208,0,0,0,1,0.12073089395450842,0
480,1,2.0,0,1,12.2875,1,0,0,1,0.574749430951436,1
481,0,9.0,5,2,46.9,0,0,0,1,0.14894879527936802,0
482,0,0.0,0,0,0.0,0,0,1,0,0.13594848260774436,0
483,0,50.0,0,0,8.05,0,0,0,1,0.13995031848748662,0
484,1,63.0,0,0,9.5875,1,0,0,1,0.3205116839307137,0
485,1,25.0,1,0,91.0792,0,1,0,0,0.4645967146523722,0
486,0,0.0,3,1,25.4667,1,0,0,1,0.25035612129858387,0
487,1,35.0,1,0,90.0,1,1,0,0,0.9626029997797508,1
488,0,58.0,0,0,29.7,0,1,0,0,0.3034410535260747,0
489,0,30.0,0,0,8.05,0,0,0,1,0.16122614891541506,0
490,1,9.0,1,1,15.9,0,0,0,1,0.4444475085647967,0
491,0,0.0,1,0,19.9667,0,0,0,1,0.14971026255136644,0
492,0,21.0,0,0,7.25,0,0,0,1,0.11983563370708222,0
493,0,55.0,0,0,30.5,0,1,0,0,0.3506638028112064,0
494,0,71.0,0,0,49.5042,0,1,0,0,0.25966788325317014,0
495,0,21.0,0,0,8.05,0,0,0,1,0.14560442609425855,0
496,0,0.0,0,0,14.4583,0,0,0,1,0.1358845773878948,0
497,1,54.0,1,0,78.2667,1,1,0,0,0.9470764967675065,1
498,0,0.0,0,0,15.1,0,0,0,1,0.1344089503380692,0
499,0,25.0,1,2,151.55,1,1,0,0,0.7674504184710957,1
500,0,24.0,0,0,7.7958,0,0,0,1,0.13451723008672628,0
501,0,17.0,0,0,8.6625,0,0,0,1,0.14613359732344305,0
502,0,21.0,0,0,7.75,1,0,0,1,0.4866538029871456,0
503,0,0.0,0,0,7.6292,1,0,0,1,0.5432485820344559,1
504,0,37.0,0,0,9.5875,1,0,0,1,0.3431314685731596,0
505,1,16.0,0,0,86.5,1,1,0,0,0.9535793159447242,1
506,0,18.0,1,0,108.9,0,1,0,0,0.42999949442939384,0
507,1,33.0,0,2,26.0,1,0,1,0,0.9105070648886031,1
508,1,0.0,0,0,26.55,0,1,0,0,0.3702180900643234,0
509,0,28.0,0,0,22.525,0,0,0,1,0.16588744713465586,0
510,1,26.0,0,0,56.4958,0,0,0,1,0.43777849198317936,0
511,1,29.0,0,0,7.75,0,0,0,1,0.14745263252967805,0
512,0,0.0,0,0,8.05,0,0,0,1,0.13723303812098722,0
513,1,36.0,0,0,26.2875,0,1,0,0,0.43037470260456867,0
514,1,54.0,1,0,59.4,1,1,0,0,0.9366161488132153,1
515,0,24.0,0,0,7.4958,0,0,0,1,0.1190689139655904,0
516,0,47.0,0,0,34.0208,0,1,0,0,0.39521942442864777,0
517,1,34.0,0,0,10.5,1,0,1,0,0.8252121097417398,1
518,0,0.0,0,0,24.15,0,0,0,1,0.15322754502154687,0
519,1,36.0,1,0,26.0,1,0,1,0,0.8471340211884297,1
520,0,32.0,0,0,7.8958,0,0,0,1,0.1529910136770241,0
521,1,30.0,0,0,93.5,1,1,0,0,0.9663888938930855,1
522,0,22.0,0,0,7.8958,0,0,0,1,0.12881579985105773,0
523,0,0.0,0,0,7.225,0,0,0,1,0.10865764314194336,0
524,1,44.0,0,1,57.9792,1,1,0,0,0.9182809047749265,1
525,0,0.0,0,0,7.2292,0,0,0,1,0.10568563364582913,0
526,0,40.5,0,0,7.75,0,0,0,1,0.10878344986106153,0
527,1,50.0,0,0,10.5,1,0,1,0,0.8073156326285926,1
528,0,0.0,0,0,221.7792,0,1,0,0,0.39719238142313623,0
529,0,39.0,0,0,7.925,0,0,0,1,0.13975740861759534,0
530,0,23.0,2,1,11.5,0,0,1,0,0.26327744126513375,0
531,1,2.0,1,1,26.0,1,0,1,0,0.9174573259537168,1
532,0,0.0,0,0,7.2292,0,0,0,1,0.10568563364582913,0
533,0,17.0,1,1,7.2292,0,0,0,1,0.22883470375660336,0
534,1,0.0,0,2,22.3583,1,0,0,1,0.5498091433313284,1
535,0,30.0,0,0,8.6625,1,0,0,1,0.3635485708388199,0
536,1,7.0,0,2,26.25,1,0,1,0,0.9427649034671769,1
537,0,45.0,0,0,26.55,0,1,0,0,0.3941246765562837,0
538,1,30.0,0,0,106.425,1,1,0,0,0.9654175263257505,1
539,0,0.0,0,0,14.5,0,0,0,1,0.1329982928881841,0
540,1,22.0,0,2,49.5,1,1,0,0,0.8984664315586203,1
541,1,36.0,0,2,71.0,1,1,0,0,0.9130739219448424,1
542,0,9.0,4,2,31.275,1,0,0,1,0.16672273025323428,0
543,0,11.0,4,2,31.275,1,0,0,1,0.16600559034463927,0
544,1,32.0,1,0,26.0,0,0,1,0,0.2021887404556904,0
545,0,50.0,1,0,106.425,0,1,0,0,0.4650929752238538,0
546,0,64.0,0,0,26.0,0,1,0,0,0.20257176735930518,0
547,1,19.0,1,0,26.0,1,0,1,0,0.8624848669146185,1
548,1,0.0,0,0,13.8625,0,0,1,0,0.2579211962327221,0
549,0,33.0,1,1,20.525,0,0,0,1,0.2389082684468784,0
550,1,8.0,1,1,36.75,0,0,1,0,0.617534985253164,1
551,1,17.0,0,2,110.8833,0,1,0,0,0.5403542120838257,1
552,0,27.0,0,0,26.0,0,0,1,0,0.1981143897462739,0
553,0,0.0,0,0,7.8292,0,0,0,1,0.12951604197705224,0
554,1,22.0,0,0,7.225,0,0,0,1,0.134405817953848,0
555,1,22.0,0,0,7.775,1,0,0,1,0.45965532616039917,0
556,0,62.0,0,0,26.55,0,1,0,0,0.2953076501947504,0
557,1,48.0,1,0,39.6,1,1,0,0,0.8776885258464732,1
558,0,0.0,0,0,227.525,0,1,0,0,0.4392722342668542,0
559,1,39.0,1,1,79.65,1,1,0,0,0.9488350303544828,1
560,1,36.0,1,0,17.4,1,0,0,1,0.4225415222488802,0
561,0,0.0,0,0,7.75,0,0,0,1,0.11962081068269224,0
562,0,40.0,0,0,7.8958,0,0,0,1,0.10965335000439874,0
563,0,28.0,0,0,13.5,0,0,1,0,0.1137326164871277,0
564,0,0.0,0,0,8.05,0,0,0,1,0.1263742596636536,0
565,0,0.0,0,0,8.05,1,0,0,1,0.48711841472183715,0
566,0,24.0,2,0,24.15,0,0,0,1,0.12325768756107015,0
567,0,19.0,0,0,7.8958,0,0,0,1,0.12343619002006667,0
568,0,29.0,0,4,21.075,1,0,0,1,0.420233045856557,0
569,0,0.0,0,0,7.2292,0,0,0,1,0.10490709915746933,0
570,1,32.0,0,0,7.8542,0,0,0,1,0.15941494862685532,0
571,1,62.0,0,0,10.5,0,0,1,0,0.08459052857442552,0
572,1,53.0,2,0,51.4792,1,1,0,0,0.9082703815636523,1
573,1,36.0,0,0,26.3875,0,1,0,0,0.4742228584319807,0
574,1,0.0,0,0,7.75,1,0,0,1,0.5588846072484229,1
575,0,16.0,0,0,8.05,0,0,0,1,0.14050060365359465,0
576,0,19.0,0,0,14.5,0,0,0,1,0.12812975862207773,0
577,1,34.0,0,0,13.0,1,0,1,0,0.8325168935135429,1
578,1,39.0,1,0,55.9,1,1,0,0,0.9479529645226131,1
579,0,0.0,1,0,14.4583,1,0,0,1,0.460969548633102,0
580,1,32.0,0,0,7.925,0,0,0,1,0.1625455455272745,0
581,1,25.0,1,1,30.0,1,0,1,0,0.8866258268205464,1
582,1,39.0,1,1,110.8833,1,1,0,0,0.943097214203149,1
583,0,54.0,0,0,26.0,0,0,1,0,0.14975642345620332,0
584,0,36.0,0,0,40.125,0,1,0,0,0.44983805317631287,0
585,0,0.0,0,0,8.7125,0,0,0,1,0.12130530639568221,0
586,1,18.0,0,2,79.65,1,1,0,0,0.9245349536155819,1
587,0,47.0,0,0,15.0,0,0,1,0,0.1300768416244777,0
588,1,60.0,1,1,79.2,0,1,0,0,0.4935633499919196,0
589,0,22.0,0,0,8.05,0,0,0,1,0.1276112374770222,0
590,0,0.0,0,0,8.05,0,0,0,1,0.12007907655416865,0
591,0,35.0,0,0,7.125,0,0,0,1,0.07779203106064471,0
592,1,52.0,1,0,78.2667,1,1,0,0,0.9615137316529969,1
593,0,47.0,0,0,7.25,0,0,0,1,0.09045155578435844,0
594,0,0.0,0,2,7.75,1,0,0,1,0.519254747836652,1
595,0,37.0,1,0,26.0,0,0,1,0,0.18145311676639184,0
596,0,36.0,1,1,24.15,0,0,0,1,0.1919164674364749,0
597,1,0.0,0,0,33.0,1,0,1,0,0.8886697324978122,1
598,0,49.0,0,0,0.0,0,0,0,1,0.07509368154617424,0
599,0,0.0,0,0,7.225,0,0,0,1,0.09930066992354829,0
600,1,49.0,1,0,56.9292,0,1,0,0,0.5179071150476663,1
601,1,24.0,2,1,27.0,1,0,1,0,0.9034671124926583,1
602,0,0.0,0,0,7.8958,0,0,0,1,0.1054154802923684,0
603,0,0.0,0,0,42.4,0,1,0,0,0.3722516250532505,0
604,0,44.0,0,0,8.05,0,0,0,1,0.12274386968933983,0
605,1,35.0,0,0,26.55,0,1,0,0,0.4799336369899765,0
606,0,36.0,1,0,15.55,0,0,0,1,0.11022463454762338,0
607,0,30.0,0,0,7.8958,0,0,0,1,0.12244740987425541,0
608,1,27.0,0,0,30.5,0,1,0,0,0.4718025527712322,0
609,1,22.0,1,2,41.5792,1,0,1,0,0.9151295734481751,1
610,1,40.0,0,0,153.4625,1,1,0,0,0.9565114850628849,1
611,0,39.0,1,5,31.275,1,0,0,1,0.18868110957726905,0
612,0,0.0,0,0,7.05,0,0,0,1,0.07980901767707853,0
613,1,0.0,1,0,15.5,1,0,0,1,0.4715564046892133,0
614,0,0.0,0,0,7.75,0,0,0,1,0.108083287702335,0
615,0,35.0,0,0,8.05,0,0,0,1,0.1157307118784173,0
616,1,24.0,1,2,65.0,1,0,1,0,0.8914081719632081,1
617,0,34.0,1,1,14.4,0,0,0,1,0.24019412725636027,0
618,0,26.0,1,0,16.1,1,0,0,1,0.40888867887012487,0
619,1,4.0,2,1,39.0,1,0,1,0,0.93130578602326,1
620,0,26.0,0,0,10.5,0,0,1,0,0.09798144910208317,0
621,0,27.0,1,0,14.4542,0,0,0,1,0.12452273144423734,0
622,1,42.0,1,0,52.5542,0,1,0,0,0.5129916376396898,1
623,1,20.0,1,1,15.7417,0,0,0,1,0.34684320874026126,0
624,0,21.0,0,0,7.8542,0,0,0,1,0.1186022853195354,0
625,0,21.0,0,0,16.1,0,0,0,1,0.1419257255146431,0
626,0,61.0,0,0,32.3208,0,1,0,0,0.351170709069037,0
627,0,57.0,0,0,12.35,0,0,1,0,0.07551613602423048,0
628,1,21.0,0,0,77.9583,1,1,0,0,0.9597429614265794,1
629,0,26.0,0,0,7.8958,0,0,0,1,0.11628436973469004,0
630,0,0.0,0,0,7.7333,0,0,0,1,0.0980584337287699,0
631,1,80.0,0,0,30.0,0,1,0,0,0.41782632929397334,0
632,0,51.0,0,0,7.0542,0,0,0,1,0.0750634612673605,0
633,1,32.0,0,0,30.5,0,1,0,0,0.48053261741729747,0
634,0,0.0,0,0,0.0,0,1,0,0,0.16227534255499546,0
635,0,9.0,3,2,27.9,1,0,0,1,0.1712035234777017,0
636,1,28.0,0,0,13.0,1,0,1,0,0.8263652943127474,1
637,0,32.0,0,0,7.925,0,0,0,1,0.1554040210269511,0
638,0,31.0,1,1,26.25,0,0,1,0,0.37929308102277903,0
639,0,41.0,0,5,39.6875,1,0,0,1,0.19619000369719142,0
640,0,0.0,1,0,16.1,0,0,0,1,0.1454827803023102,0
641,0,20.0,0,0,7.8542,0,0,0,1,0.11968481581400625,0
642,1,24.0,0,0,69.3,1,1,0,0,0.9513326970715991,1
643,0,2.0,3,2,27.9,1,0,0,1,0.19144620797653636,0
644,1,0.0,0,0,56.4958,0,0,0,1,0.37532117218000355,0
645,1,0.75,2,1,19.2583,1,0,0,1,0.581673895860336,1
646,1,48.0,1,0,76.7292,0,1,0,0,0.5768658480871323,1
647,0,19.0,0,0,7.8958,0,0,0,1,0.11532232570795832,0
648,1,56.0,0,0,35.5,0,1,0,0,0.4303024820930518,0
649,0,0.0,0,0,7.55,0,0,0,1,0.09804073723020976,0
650,1,23.0,0,0,7.55,1,0,0,1,0.48973137789653115,0
651,0,0.0,0,0,7.8958,0,0,0,1,0.10716103292880205,0
652,1,18.0,0,1,23.0,1,0,1,0,0.92498072987182,1
653,0,21.0,0,0,8.4333,0,0,0,1,0.1279337480502536,0
654,1,0.0,0,0,7.8292,1,0,0,1,0.5311840995899553,1
655,0,18.0,0,0,6.75,1,0,0,1,0.4539282576981247,0
656,0,24.0,2,0,73.5,0,0,1,0,0.24044895306449127,0
657,0,0.0,0,0,7.8958,0,0,0,1,0.10716103292880205,0
658,0,32.0,1,1,15.5,1,0,0,1,0.36946802655837285,0
659,0,23.0,0,0,13.0,0,0,1,0,0.10802919502972427,0
660,0,58.0,0,2,113.275,0,1,0,0,0.43229924344859094,0
661,1,50.0,2,0,133.65,0,1,0,0,0.5828842807143166,1
662,0,40.0,0,0,7.225,0,0,0,1,0.09086151618737766,0
663,0,47.0,0,0,25.5875,0,1,0,0,0.33293081420252085,0
664,0,36.0,0,0,7.4958,0,0,0,1,0.09283736118731326,0
665,1,20.0,1,0,7.925,0,0,0,1,0.15216851185620767,0
666,0,32.0,2,0,73.5,0,0,1,0,0.25458803314369116,0
667,0,25.0,0,0,13.0,0,0,1,0,0.10943039415427389,0
668,0,0.0,0,0,7.775,0,0,0,1,0.10974204993126438,0
669,0,43.0,0,0,8.05,0,0,0,1,0.11306197836040978,0
670,1,0.0,1,0,52.0,1,1,0,0,0.9160337297344288,1
671,1,40.0,1,1,39.0,1,0,1,0,0.8830312074319715,1
672,0,31.0,1,0,52.0,0,1,0,0,0.4686328119873592,0
673,0,70.0,0,0,10.5,0,0,1,0,0.0766233427168783,0
674,1,31.0,0,0,13.0,0,0,1,0,0.1172960093523475,0
675,0,0.0,0,0,0.0,0,0,1,0,0.1262874253461063,0
676,0,18.0,0,0,7.775,0,0,0,1,0.11676334652842375,0
677,0,24.5,0,0,8.05,0,0,0,1,0.12887976680706423,0
678,1,18.0,0,0,9.8417,1,0,0,1,0.4227426139989521,0
679,0,43.0,1,6,46.9,1,0,0,1,0.1772760234410095,0
680,1,36.0,0,1,512.3292,0,1,0,0,0.5381268596563068,1
681,0,0.0,0,0,8.1375,1,0,0,1,0.4953775826863158,0
682,1,27.0,0,0,76.7292,0,1,0,0,0.5578898261148536,1
683,0,20.0,0,0,9.225,0,0,0,1,0.12845781520422872,0
684,0,14.0,5,2,46.9,0,0,0,1,0.1214393056114038,0
685,0,60.0,1,1,39.0,0,0,1,0,0.30189901976523376,0
686,0,25.0,1,2,41.5792,0,0,1,0,0.3596243818685737,0
687,0,14.0,4,1,39.6875,0,0,0,1,0.1284221404897469,0
688,0,19.0,0,0,10.1708,0,0,0,1,0.13033313804934218,0
689,0,18.0,0,0,7.7958,0,0,0,1,0.12081903351924672,0
690,1,15.0,0,1,211.3375,1,1,0,0,0.953512384168694,1
691,1,31.0,1,0,57.0,0,1,0,0,0.5456464290813248,1
692,1,4.0,0,1,13.4167,1,0,0,1,0.5870824720740789,1
693,1,0.0,0,0,56.4958,0,0,0,1,0.3763548886546577,0
694,0,25.0,0,0,7.225,0,0,0,1,0.10795375348315303,0
695,0,60.0,0,0,26.55,0,1,0,0,0.366937727928314,0
696,0,52.0,0,0,13.5,0,0,1,0,0.09279479773294112,0
697,0,44.0,0,0,8.05,0,0,0,1,0.12251248353499765,0
698,1,0.0,0,0,7.7333,1,0,0,1,0.5607370292671128,1
699,0,49.0,1,1,110.8833,0,1,0,0,0.507861723209174,1
700,0,42.0,0,0,7.65,0,0,0,1,0.087496640976977,0
701,1,18.0,1,0,227.525,1,1,0,0,0.9400020218510232,1
702,1,35.0,0,0,26.2875,0,1,0,0,0.498284676689377,0
703,0,18.0,0,1,14.4542,1,0,0,1,0.4475847102062772,0
704,0,25.0,0,0,7.7417,0,0,0,1,0.10793094550647181,0
705,0,26.0,1,0,7.8542,0,0,0,1,0.12154542564022006,0
706,0,39.0,0,0,26.0,0,0,1,0,0.18859047937980133,0
707,1,45.0,0,0,13.5,1,0,1,0,0.7961665567508471,1
708,1,42.0,0,0,26.2875,0,1,0,0,0.48467668045272017,0
709,1,22.0,0,0,151.55,1,1,0,0,0.9510425007228471,1
710,1,0.0,1,1,15.2458,0,0,0,1,0.422395397655386,0
711,1,24.0,0,0,49.5042,1,1,0,0,0.9148850647490655,1
712,0,0.0,0,0,26.55,0,1,0,0,0.4212393316518556,0
713,1,48.0,1,0,52.0,0,1,0,0,0.49134216327926994,0
714,0,29.0,0,0,9.4833,0,0,0,1,0.13410479605381756,0
715,0,52.0,0,0,13.0,0,0,1,0,0.092261097602065,0
716,0,19.0,0,0,7.65,0,0,0,1,0.10724961621889045,0
717,1,38.0,0,0,227.525,1,1,0,0,0.9666027966811324,1
718,1,27.0,0,0,10.5,1,0,1,0,0.7609775098871925,1
719,0,0.0,0,0,15.5,0,0,0,1,0.13169942860254685,0
720,0,33.0,0,0,7.775,0,0,0,1,0.09823071811258638,0
721,1,6.0,0,1,33.0,1,0,1,0,0.941114967076534,1
722,0,17.0,1,0,7.0542,0,0,0,1,0.09796377883502161,0
723,0,34.0,0,0,13.0,0,0,1,0,0.09979097967928006,0
724,0,50.0,0,0,13.0,0,0,1,0,0.09538019636426537,0
725,1,27.0,1,0,53.1,0,1,0,0,0.5143146164904774,1
726,0,20.0,0,0,8.6625,0,0,0,1,0.1288435590412594,0
727,1,30.0,3,0,21.0,1,0,1,0,0.8169222781731682,1
728,1,0.0,0,0,7.7375,1,0,0,1,0.566399804352227,1
729,0,25.0,1,0,26.0,0,0,1,0,0.21546836421580978,0
730,0,25.0,1,0,7.925,1,0,0,1,0.35988283471349203,0
731,1,29.0,0,0,211.3375,1,1,0,0,0.9662717848259728,1
732,0,11.0,0,0,18.7875,0,0,0,1,0.16836452046369066,0
733,0,0.0,0,0,0.0,0,0,1,0,0.12628765226100855,0
734,0,23.0,0,0,13.0,0,0,1,0,0.10750817623040908,0
735,0,23.0,0,0,13.0,0,0,1,0,0.10750817623040908,0
736,0,28.5,0,0,16.1,0,0,0,1,0.14494536598045601,0
737,0,48.0,1,3,34.375,1,0,0,1,0.21106615613370505,0
738,1,35.0,0,0,512.3292,0,1,0,0,0.5914563232821128,1
739,0,0.0,0,0,7.8958,0,0,0,1,0.11077547898773416,0
740,0,0.0,0,0,7.8958,0,0,0,1,0.11077547898773416,0
741,1,0.0,0,0,30.0,0,1,0,0,0.4406277782249351,0
742,0,36.0,1,0,78.85,0,1,0,0,0.5893932558132596,1
743,1,21.0,2,2,262.375,1,1,0,0,0.9121093194460989,1
744,0,24.0,1,0,16.1,0,0,0,1,0.14058717026734802,0
745,1,31.0,0,0,7.925,0,0,0,1,0.15760589164240818,0
746,0,70.0,1,1,71.0,0,1,0,0,0.38739655454982297,0
747,0,16.0,1,1,20.25,0,0,0,1,0.33587175534193214,0
748,1,30.0,0,0,13.0,1,0,1,0,0.823775234643504,1
749,0,19.0,1,0,53.1,0,1,0,0,0.4712121189278811,0
750,0,31.0,0,0,7.75,0,0,0,1,0.12705087237289278,0
751,1,4.0,1,1,23.0,1,0,1,0,0.9189022244952436,1
752,1,6.0,0,1,12.475,0,0,0,1,0.5452427131560427,1
753,0,33.0,0,0,9.5,0,0,0,1,0.11689889951053302,0
754,0,23.0,0,0,7.8958,0,0,0,1,0.11841697981338734,0
755,1,48.0,1,2,65.0,1,0,1,0,0.8804697794045202,1
756,1,0.67,1,1,14.5,0,0,1,0,0.7030805594625057,1
757,0,28.0,0,0,7.7958,0,0,0,1,0.1223640608473562,0
758,0,18.0,0,0,11.5,0,0,1,0,0.11113581677236936,0
759,0,34.0,0,0,8.05,0,0,0,1,0.11797676223518089,0
760,1,33.0,0,0,86.5,1,1,0,0,0.9723234358778899,1
761,0,0.0,0,0,14.5,0,0,0,1,0.14022578695975324,0
762,0,41.0,0,0,7.125,0,0,0,1,0.07769735065172943,0
763,1,20.0,0,0,7.2292,0,0,0,1,0.12898788652955898,0
764,1,36.0,1,2,120.0,1,1,0,0,0.9240312603869575,1
765,0,16.0,0,0,7.775,0,0,0,1,0.13233744541202688,0
766,1,51.0,1,0,77.9583,1,1,0,0,0.9613769610073089,1
767,0,0.0,0,0,39.6,0,1,0,0,0.38870821151038415,0
768,0,30.5,0,0,7.75,1,0,0,1,0.4107916385786684,0
769,0,0.0,1,0,24.15,0,0,0,1,0.1580027049346975,0
770,0,32.0,0,0,8.3625,0,0,0,1,0.14324451894110488,0
771,0,24.0,0,0,9.5,0,0,0,1,0.13171094271692033,0
772,0,48.0,0,0,7.8542,0,0,0,1,0.10301252835761507,0
773,0,57.0,0,0,10.5,1,0,1,0,0.5754556765645638,1
774,0,0.0,0,0,7.225,0,0,0,1,0.12165966755498753,0
775,1,54.0,1,3,23.0,1,0,1,0,0.8169346815448221,1
776,0,18.0,0,0,7.75,0,0,0,1,0.12769018509819066,0
777,0,0.0,0,0,7.75,0,0,0,1,0.12454141060364722,0
778,1,5.0,0,0,12.475,1,0,0,1,0.5496418174325345,1
779,0,0.0,0,0,7.7375,0,0,0,1,0.11982998061043827,0
780,1,43.0,0,1,211.3375,1,1,0,0,0.9621776328950694,1
781,1,13.0,0,0,7.2292,1,0,0,1,0.5665885749540851,1
782,1,17.0,1,0,57.0,1,1,0,0,0.9535042660502531,1
783,0,29.0,0,0,30.0,0,1,0,0,0.4892464017541574,0
784,0,0.0,1,2,23.45,0,0,0,1,0.39897892734353746,0
785,0,25.0,0,0,7.05,0,0,0,1,0.09442096549269163,0
786,0,25.0,0,0,7.25,0,0,0,1,0.11519205563523931,0
787,1,18.0,0,0,7.4958,1,0,0,1,0.5185744579794748,1
788,0,8.0,4,1,29.125,0,0,0,1,0.19266034161189788,0
